open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2024-01-01 02:00:00,104.202,104.319,103.600,103.734,39364,2024-01-01 02:04:59.999,3786.90961186,743,13145,1264.37694254,0
2024-01-01 02:05:00,103.732,103.880,103.451,103.485,36910,2024-01-01 02:09:59.999,3561.78578128,748,18835,1817.54350932,0
2024-01-01 02:10:00,103.523,103.704,103.472,103.704,33037,2024-01-01 02:14:59.999,3189.35520692,530,20897,2017.44085323,0
2024-01-01 02:15:00,103.685,103.692,103.313,103.519,15147,2024-01-01 02:19:59.999,1463.57278819,336,5710,551.87475958,0
2024-01-01 02:20:00,103.524,103.901,103.477,103.760,13361,2024-01-01 02:24:59.999,1288.64470747,287,8499,819.70299797,0
2024-01-01 02:25:00,103.760,103.841,103.602,103.701,7853,2024-01-01 02:29:59.999,757.05301993,187,4319,416.44805592,0
2024-01-01 02:30:00,103.671,104.069,103.620,104.069,28427,2024-01-01 02:34:59.999,2735.50312616,473,19152,1842.91064847,0
2024-01-01 02:35:00,104.079,104.448,103.960,104.205,43151,2024-01-01 02:39:59.999,4138.44961452,705,15198,1458.44874473,0
2024-01-01 02:40:00,104.201,104.201,103.605,104.050,47056,2024-01-01 02:44:59.999,4533.67969759,859,15487,1491.30695237,0
2024-01-01 02:45:00,104.030,104.116,103.819,103.860,16737,2024-01-01 02:49:59.999,1609.97607727,377,5763,554.24003280,0
2024-01-01 02:50:00,103.879,104.348,103.744,103.980,35003,2024-01-01 02:54:59.999,3361.54911341,684,11995,1152.42603314,0
2024-01-01 02:55:00,103.980,104.112,103.788,103.788,22626,2024-01-01 02:59:59.999,2175.27166563,323,5032,483.81909347,0
2024-01-01 03:00:00,103.786,104.095,103.707,103.861,11446,2024-01-01 03:04:59.999,1101.37659556,358,6456,621.38174817,0
2024-01-01 03:05:00,103.857,103.882,103.521,103.625,11299,2024-01-01 03:09:59.999,1090.02601706,296,5452,525.99595192,0
2024-01-01 03:10:00,103.634,103.876,103.432,103.486,32192,2024-01-01 03:14:59.999,3107.53430596,555,11080,1069.91010969,0
2024-01-01 03:15:00,103.476,103.476,102.860,103.075,94473,2024-01-01 03:19:59.999,9159.29656460,1396,30194,2928.30364530,0
2024-01-01 03:20:00,103.119,103.173,102.841,103.025,23719,2024-01-01 03:24:59.999,2302.65739871,419,12975,1259.59576605,0
2024-01-01 03:25:00,103.063,103.119,102.758,103.036,30928,2024-01-01 03:29:59.999,3005.01993401,571,15312,1487.63669853,0
2024-01-01 03:30:00,103.038,103.393,102.993,103.196,34832,2024-01-01 03:34:59.999,3375.95560272,648,18495,1792.74636767,0
2024-01-01 03:35:00,103.207,103.664,103.107,103.623,18940,2024-01-01 03:39:59.999,1830.12605881,548,10083,974.31994732,0
2024-01-01 03:40:00,103.627,103.726,102.722,103.144,37510,2024-01-01 03:44:59.999,3641.57439626,901,16323,1584.77127042,0
2024-01-01 03:45:00,103.150,103.202,102.662,103.148,38057,2024-01-01 03:49:59.999,3695.82880452,807,18665,1812.38255888,0
2024-01-01 03:50:00,103.134,103.134,102.706,102.781,19326,2024-01-01 03:54:59.999,1877.80803525,424,9240,897.92158041,0
2024-01-01 03:55:00,102.767,103.176,102.730,103.176,25725,2024-01-01 03:59:59.999,2498.66680961,497,16794,1631.73907677,0
2024-01-01 04:00:00,103.179,103.972,103.065,103.872,24549,2024-01-01 04:04:59.999,2369.93070844,681,11258,1086.78931783,0
2024-01-01 04:05:00,103.879,104.080,103.513,103.525,20275,2024-01-01 04:09:59.999,1951.99230524,540,7309,703.56980382,0
2024-01-01 04:10:00,103.524,103.674,102.791,102.809,30734,2024-01-01 04:14:59.999,2980.39299968,877,12995,1259.38963036,0
2024-01-01 04:15:00,102.819,102.964,102.110,102.223,62452,2024-01-01 04:19:59.999,6101.35312031,1249,21526,2102.54189988,0
2024-01-01 04:20:00,102.242,102.592,101.629,102.424,56790,2024-01-01 04:24:59.999,5565.16963541,1458,25564,2503.11248957,0
2024-01-01 04:25:00,102.442,102.447,102.003,102.255,19535,2024-01-01 04:29:59.999,1911.48202537,560,10773,1054.19436774,0
2024-01-01 04:30:00,102.211,102.365,101.921,102.305,24770,2024-01-01 04:34:59.999,2424.73110887,599,13478,1319.24923849,0
2024-01-01 04:35:00,102.297,102.479,102.144,102.340,19416,2024-01-01 04:39:59.999,1897.81391279,386,7212,704.76991436,0
2024-01-01 04:40:00,102.361,102.439,102.002,102.228,30732,2024-01-01 04:44:59.999,3008.59618843,621,10794,1056.53795279,0
2024-01-01 04:45:00,102.215,102.500,102.125,102.450,13359,2024-01-01 04:49:59.999,1305.18018067,399,8844,864.01734533,0
2024-01-01 04:50:00,102.472,102.627,102.340,102.549,16525,2024-01-01 04:54:59.999,1611.95058995,368,8939,872.10987416,0
2024-01-01 04:55:00,102.548,102.708,102.432,102.701,13544,2024-01-01 04:59:59.999,1320.96431876,289,5208,507.89472030,0
2024-01-01 05:00:00,102.715,102.800,102.414,102.500,13880,2024-01-01 05:04:59.999,1353.01716680,386,5681,553.70316039,0
2024-01-01 05:05:00,102.551,102.787,102.535,102.610,11991,2024-01-01 05:09:59.999,1167.87831601,287,4488,437.00822337,0
2024-01-01 05:10:00,102.591,102.899,102.575,102.899,7918,2024-01-01 05:14:59.999,770.42410230,198,4048,393.87712563,0
2024-01-01 05:15:00,102.892,102.898,102.766,102.802,9073,2024-01-01 05:19:59.999,882.24445112,230,3709,360.66429040,0
2024-01-01 05:20:00,102.860,102.886,102.771,102.772,7888,2024-01-01 05:24:59.999,767.00582708,184,5184,504.06527191,0
2024-01-01 05:25:00,102.790,102.809,102.313,102.400,13525,2024-01-01 05:29:59.999,1319.34468699,344,4193,409.12221109,0
2024-01-01 05:30:00,102.395,102.422,102.019,102.341,25060,2024-01-01 05:34:59.999,2451.36138193,503,12813,1252.94781947,0
